0	0	0	(i,j,k)
0	1	0	(i,j+1,k)
1	0	0	(i+1,j,k)
0	0	1	(i,j,k+1)
-1	0	0	(i-1,j,k)
0	-1	0	(i,j-1,k)
0	0	-1	(i,j,k-1)
-2	0	0	(i-2,j,k)
0	-2	0	(i,j-2,k)
0	0	-2	(i,j,k-2)
-1	-1	0	(i-1,j-1,k)
-1	0	-1	(i-1,j,k-1)
0	-1	-1	(i,j-1,k-1)
1	-1	0	(i+1,j-1,k)
-1	1	0	(i-1,j+1,k)
0	-1	1	(i,j-1,k+1)
1	0	-1	(i+1,j,k-1)
-1	0	1	(i-1,j,k+1)
0	1	-1	(i,j+1,k-1)
