0.1600000000	0.2100000000	0.0100000000	0.4882369409
0.1600000000	0.2100000000	0.0200000000	0.3254913126
0.1600000000	0.2100000000	0.0300000000	0.2441184985
0.1600000000	0.2100000000	0.0400000000	0.1952948100
0.1600000000	0.2100000000	0.0500000000	0.1627456843
0.1600000000	0.2100000000	0.0600000000	0.1394963088
0.1600000000	0.2100000000	0.0700000000	0.1220592772
0.1600000000	0.2100000000	0.0800000000	0.1084971415
0.1600000000	0.2100000000	0.0900000000	0.0976474330
0.1600000000	0.2100000000	0.1000000000	0.0887703987
0.1600000000	0.2100000000	0.1100000000	0.0813728702
0.1600000000	0.2100000000	0.1200000000	0.0751134229
0.1600000000	0.2100000000	0.1300000000	0.0697481824
0.1600000000	0.2100000000	0.1400000000	0.0650983073
0.1600000000	0.2100000000	0.1500000000	0.0610296666
0.1600000000	0.2100000000	0.1600000000	0.0574396895
0.1600000000	0.2100000000	0.1700000000	0.0542485988
0.1600000000	0.2100000000	0.1800000000	0.0513934123
0.1600000000	0.2100000000	0.1900000000	0.0488237445
0.1600000000	0.2100000000	0.2000000000	0.0464988070
0.1600000000	0.2100000000	0.2100000000	0.0443852274
0.1600000000	0.2100000000	0.2200000000	0.0424554373
0.1600000000	0.2100000000	0.2300000000	0.0406864631
0.1600000000	0.2100000000	0.2400000000	0.0390590068
0.1600000000	0.2100000000	0.2500000000	0.0375567395
0.1600000000	0.2100000000	0.2600000000	0.0361657512
0.1600000000	0.2100000000	0.2700000000	0.0348741192
0.1600000000	0.2100000000	0.2800000000	0.0336715653
0.1600000000	0.2100000000	0.2900000000	0.0325491817
0.1600000000	0.2100000000	0.3000000000	0.0314992099
0.1600000000	0.2100000000	0.3100000000	0.0305148613
0.1600000000	0.2100000000	0.3200000000	0.0295901703
0.1600000000	0.2100000000	0.3300000000	0.0287198728
0.1600000000	0.2100000000	0.3400000000	0.0278993066
0.1600000000	0.2100000000	0.3500000000	0.0271243274
0.1600000000	0.2100000000	0.3600000000	0.0263912390
0.1600000000	0.2100000000	0.3700000000	0.0256967342
0.1600000000	0.2100000000	0.3800000000	0.0250378450
0.1600000000	0.2100000000	0.3900000000	0.0244119003
0.1600000000	0.2100000000	0.4000000000	0.0238164894
0.1600000000	0.2100000000	0.4100000000	0.0232494315
0.1600000000	0.2100000000	0.4200000000	0.0227087483
0.1600000000	0.2100000000	0.4300000000	0.0221926417
0.1600000000	0.2100000000	0.4400000000	0.0216994731
0.1600000000	0.2100000000	0.4500000000	0.0212277467
0.1600000000	0.2100000000	0.4600000000	0.0207760937
0.1600000000	0.2100000000	0.4700000000	0.0203432596
0.1600000000	0.2100000000	0.4800000000	0.0199280921
0.1600000000	0.2100000000	0.4900000000	0.0195295314
0.1600000000	0.2100000000	0.5000000000	0.0191466005
0.1600000000	0.2100000000	0.5100000000	0.0187783977
