#total oil volume 154719.000842
0.000000	0.000000
1.000000	175.406482
2.000000	350.815988
3.000000	526.226251
4.000000	701.637191
5.000000	877.048801
6.000000	1052.461076
7.000000	1227.874015
8.000000	1403.287617
9.000000	1578.701879
10.000000	1754.116801
11.000000	1929.532383
12.000000	2104.948625
13.000000	2280.365526
14.000000	2455.783089
15.000000	2631.201313
16.000000	2806.620199
17.000000	2982.039750
18.000000	3157.459965
19.000000	3332.880848
20.000000	3508.302398
21.000000	3683.724618
22.000000	3859.147510
23.000000	4034.571075
24.000000	4209.995314
25.000000	4385.420230
26.000000	4560.845824
27.000000	4736.272097
28.000000	4911.699052
29.000000	5087.126690
30.000000	5262.555011
31.000000	5437.984015
32.000000	5613.413702
33.000000	5788.844068
34.000000	5964.275112
35.000000	6139.706820
36.000000	6315.139191
37.000000	6490.572200
38.000000	6666.005840
39.000000	6841.440072
40.000000	7016.874885
41.000000	7192.310215
42.000000	7367.746047
43.000000	7543.182290
44.000000	7718.618920
45.000000	7894.055817
46.000000	8069.492944
47.000000	8244.930147
48.000000	8420.367377
49.000000	8595.804440
50.000000	8771.241272
51.000000	8946.677640
52.000000	9122.113463
53.000000	9297.548463
54.000000	9472.982543
55.000000	9648.415378
56.000000	9823.846854
57.000000	9999.276601
58.000000	10174.704484
59.000000	10350.130087
60.000000	10525.553255
61.000000	10700.973527
62.000000	10876.390728
63.000000	11051.804353
64.000000	11227.214206
65.000000	11402.619737
66.000000	11578.020734
67.000000	11753.416604
68.000000	11928.807115
69.000000	12104.191635
70.000000	12279.569913
71.000000	12454.941279
72.000000	12630.305468
73.000000	12805.661771
74.000000	12981.009908
75.000000	13156.349138
76.000000	13331.679166
77.000000	13506.999218
78.000000	13682.308988
79.000000	13857.607673
80.000000	14032.894956
81.000000	14208.170006
82.000000	14383.432496
83.000000	14558.681573
84.000000	14733.916901
85.000000	14909.137603
86.000000	15084.343339
87.000000	15259.533210
88.000000	15434.706872
89.000000	15609.863407
90.000000	15785.002469
91.000000	15960.123124
92.000000	16135.225023
93.000000	16310.307216
94.000000	16485.369358
95.000000	16660.410484
96.000000	16835.430250
97.000000	17010.427680
98.000000	17185.402433
99.000000	17360.353522
100.000000	17535.280614
101.000000	17710.182709
102.000000	17885.059481
103.000000	18059.909923
104.000000	18234.733718
105.000000	18409.529849
106.000000	18584.298009
107.000000	18759.037175
108.000000	18933.747050
109.000000	19108.426607
110.000000	19283.075559
111.000000	19457.692874
112.000000	19632.278279
113.000000	19806.830736
114.000000	19981.349988
115.000000	20155.834991
116.000000	20330.285505
117.000000	20504.700482
118.000000	20679.079697
119.000000	20853.422100
120.000000	21027.727481
121.000000	21201.994789
122.000000	21376.223833
123.000000	21550.413557
124.000000	21724.563789
125.000000	21898.673471
126.000000	22072.742451
127.000000	22246.769667
128.000000	22420.754988
129.000000	22594.697351
130.000000	22768.596643
131.000000	22942.451801
132.000000	23116.262733
133.000000	23290.028373
134.000000	23463.748650
135.000000	23637.422498
136.000000	23811.049867
137.000000	23984.629689
138.000000	24158.161937
139.000000	24331.645540
140.000000	24505.080495
141.000000	24678.465727
142.000000	24851.801257
143.000000	25025.086010
144.000000	25198.320027
145.000000	25371.502232
146.000000	25544.632690
147.000000	25717.710324
148.000000	25890.735220
149.000000	26063.706299
150.000000	26236.623673
151.000000	26409.486259
152.000000	26582.294193
153.000000	26755.046390
154.000000	26927.743009
155.000000	27100.382964
156.000000	27272.966436
157.000000	27445.492337
158.000000	27617.960873
159.000000	27790.370953
160.000000	27962.722805
161.000000	28135.015337
162.000000	28307.248801
163.000000	28479.422101
164.000000	28651.535514
165.000000	28823.587940
166.000000	28995.579678
167.000000	29167.509629
168.000000	29339.378112
169.000000	29511.184027
170.000000	29682.927715
171.000000	29854.608073
172.000000	30026.225466
173.000000	30197.778787
174.000000	30369.268423
175.000000	30540.693266
176.000000	30712.053724
177.000000	30883.348686
178.000000	31054.578583
179.000000	31225.742300
180.000000	31396.840289
181.000000	31567.871434
182.000000	31738.836207
183.000000	31909.733492
184.000000	32080.563778
185.000000	32251.325948
186.000000	32422.020511
187.000000	32592.646350
188.000000	32763.203991
189.000000	32933.692315
190.000000	33104.111869
191.000000	33274.461532
192.000000	33444.741867
193.000000	33614.951755
194.000000	33785.091775
195.000000	33955.160807
196.000000	34125.159448
197.000000	34295.086577
198.000000	34464.942807
199.000000	34634.727017
200.000000	34804.439836
201.000000	34974.080143
202.000000	35143.648581
203.000000	35313.144031
204.000000	35482.567151
205.000000	35651.916822
206.000000	35821.193714
207.000000	35990.396711
208.000000	36159.526497
209.000000	36328.581954
210.000000	36497.563783
211.000000	36666.470864
212.000000	36835.303912
213.000000	37004.061809
214.000000	37172.745281
215.000000	37341.353211
216.000000	37509.886338
217.000000	37678.343546
218.000000	37846.725585
219.000000	38015.031341
220.000000	38183.261575
221.000000	38351.415174
222.000000	38519.492911
223.000000	38687.493673
224.000000	38855.418246
225.000000	39023.265515
226.000000	39191.036280
227.000000	39358.729424
228.000000	39526.345759
229.000000	39693.884170
230.000000	39861.345477
231.000000	40028.728567
232.000000	40196.034271
233.000000	40363.261476
234.000000	40530.411023
235.000000	40697.481798
236.000000	40864.474655
237.000000	41031.388478
238.000000	41198.224132
239.000000	41364.980502
240.000000	41531.658460
241.000000	41698.256893
242.000000	41864.776683
243.000000	42031.216717
244.000000	42197.577885
245.000000	42363.859075
246.000000	42530.061187
247.000000	42696.183108
248.000000	42862.225746
249.000000	43028.187989
250.000000	43194.070755
251.000000	43359.872930
252.000000	43525.595442
